4.323556,5.323614,0.000000
4.106977,4.347349,0.000000
3.260303,4.879461,0.000000
2.554819,4.860072,0.000000
2.383911,5.100989,0.000000
2.632576,4.924653,0.000000
2.331762,5.025887,0.000000
2.501118,4.468917,0.000000
2.404120,4.553850,0.000000
2.329719,4.265299,0.000000
2.395696,4.239282,0.000000
2.105930,3.892324,0.000000
2.062185,3.898818,0.000000
2.122327,3.659462,0.000000
1.923506,3.211566,0.000000
1.862460,3.251478,0.000000
1.179236,3.011363,0.000000
1.944256,3.619503,0.000000
1.023718,3.228849,0.000000
1.505144,3.623104,0.000000
0.946918,2.938221,0.000000
1.256667,3.731288,0.000000
0.759931,3.012880,0.000000
0.775643,3.847779,0.000000
0.713576,3.073570,0.000000
0.519158,3.788131,0.000000
0.501829,3.056929,0.000000
0.089525,3.766086,0.000000
0.588388,2.899406,0.000000
0.143905,3.795193,0.000000
0.344633,2.815546,0.000000
9.862673,3.691739,0.000000
9.987263,2.929702,0.000000
9.429124,3.510835,0.000000
9.948347,3.234311,0.000000
8.978646,3.478609,0.000000
9.253500,3.723168,0.000000
8.752545,4.469628,0.000000
9.047446,4.608796,0.000000
8.764038,4.507836,0.000000
9.139040,4.635840,0.000000
8.745372,4.723396,0.000000
8.906787,4.630174,0.000000
8.606692,5.081371,0.000000
8.905740,4.509587,0.000000
8.503397,5.254560,0.000000
8.727760,4.628299,0.000000
8.587517,5.306603,0.000000
8.542650,4.847292,0.000000
8.644411,5.024613,0.000000
8.664639,5.074576,0.000000
